sample_id,project,library_id,robot_id,library_type,archive_sample_id,core_id,depth_cm,age_raw,age_value,age_min,age_max,age_error,age_unit,site,geographic_location,latitude,longitude,shotgun_qc,capture1_qc,capture2_qc,shotgun_asian_input_reads,shotgun_asian_extract_reads,shotgun_asian_besthit_reads,shotgun_asian_mapped_reads,shotgun_asian_dedup_reads,shotgun_irgsp_input_reads,shotgun_irgsp_extract_reads,shotgun_irgsp_besthit_reads,shotgun_irgsp_mapped_reads,shotgun_irgsp_dedup_reads,capture1_asian_input_reads,capture1_asian_extract_reads,capture1_asian_besthit_reads,capture1_asian_mapped_reads,capture1_asian_dedup_reads,capture1_irgsp_input_reads,capture1_irgsp_extract_reads,capture1_irgsp_besthit_reads,capture1_irgsp_mapped_reads,capture1_irgsp_dedup_reads,capture2_asian_input_reads,capture2_asian_extract_reads,capture2_asian_besthit_reads,capture2_asian_mapped_reads,capture2_asian_dedup_reads,capture2_irgsp_input_reads,capture2_irgsp_extract_reads,capture2_irgsp_besthit_reads,capture2_irgsp_mapped_reads,capture2_irgsp_dedup_reads,count_note,shotgun_oldnew_route_status,capture1_duplicate_status,capture1_duplicate_candidate_a_counts,capture1_duplicate_candidate_b_counts,capture2_duplicate_status,capture2_duplicate_candidate_a_counts,capture2_duplicate_candidate_b_counts,count_sources,coordinate_status,coordinate_source,coordinate_note
LV7008879196,angkor,LV7008879196,LV6000619902,ds,LV3006120645,CAM2509,56.2,1328 CE (model year),1328,1328,1328,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,18188,2064,505,503,,284,94,86,86,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879197,angkor,LV7008879197,LV6000619885,ds,LV3006120629,CAM2509,52.95,1341 CE (model year),1341,1341,1341,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,16013,1179,353,347,,193,34,31,30,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879198,angkor,LV7008879198,LV6000619915,ds,LV3006120630,CAM2509,49.55,1354 CE (model year),1354,1354,1354,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,20206,1434,444,438,,234,29,27,27,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879199,angkor,LV7008879199,LV6000619898,ds,LV3006120632,CAM2509,46.9,1360 CE (model year),1360,1360,1360,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,18150,1469,480,478,,254,59,53,53,,94,5,1,1,,,,,,,6505,500,199,151,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879200,angkor,LV7008879200,LV6000619881,ds,LV3006120652,CAM2509,43.5,1370 CE (model year),1370,1370,1370,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,18050,1469,457,452,,187,40,34,34,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879201,angkor,LV7008879201,LV6000654727,ds,LV3006121036,CAM2509,77.1,1226 CE (model year),1226,1226,1226,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,11725,881,280,280,,122,17,15,15,,619,53,7,7,,,,,,,995,80,17,17,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879202,angkor,LV7008879202,LV6000654710,ds,LV3006121052,CAM2509,74.45,1242 CE (model year),1242,1242,1242,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,19749,2063,497,493,,272,79,74,74,,547,33,3,3,,,,,,,458,38,16,16,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879203,angkor,LV7008879203,LV6000654693,ds,LV3006121067,CAM2509,71.85,1255 CE (model year),1255,1255,1255,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,19737,1942,506,503,,270,115,106,105,,1601,103,19,14,,,,,,,2126,274,122,56,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879204,angkor,LV7008879204,LV6000654723,ds,LV3006121060,CAM2509,69,1263 CE (model year),1263,1263,1263,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,20868,2267,567,566,,327,147,137,136,,531,53,7,6,,,,,,,1531,129,36,33,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879205,angkor,LV7008879205,LV6000654706,ds,LV3006121068,CAM2509,65.2,1278 CE (model year),1278,1278,1278,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,15300,1209,375,368,,167,30,27,26,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879206,angkor,LV7008879206,LV6000654689,ds,LV3006121089,CAM2509,61.7,1298 CE (model year),1298,1298,1298,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,18194,1462,450,445,,205,34,34,34,,1634,102,11,10,,,,,,,2999,244,74,66,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879207,angkor,LV7008879207,LV6000619927,ds,LV3006121070,CAM2509,59.45,1311 CE (model year),1311,1311,1311,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,16302,1230,393,391,,169,34,29,29,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879209,angkor,LV7008879209,LV6000619893,ds,LV3006120628,CAM2509,53.3,1340 CE (model year),1340,1340,1340,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,16729,1220,390,387,,204,32,29,28,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879210,angkor,LV7008879210,LV6000619923,ds,LV3006120649,CAM2509,49.9,1352 CE (model year),1352,1352,1352,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,14790,1148,359,352,,165,37,32,30,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879211,angkor,LV7008879211,LV6000619906,ds,LV3006120638,CAM2509,47.3,1359 CE (model year),1359,1359,1359,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,16072,1247,393,392,,186,47,43,42,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879212,angkor,LV7008879212,LV6000619889,ds,LV3006120671,CAM2509,43.8,1369 CE (model year),1369,1369,1369,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,17138,1365,427,424,,242,67,60,60,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879213,angkor,LV7008879213,LV6000654688,ds,LV3006121043,CAM2509,77.35,1224 CE (model year),1224,1224,1224,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,13111,966,325,325,,154,17,16,16,,811,65,10,10,,,,,,,725,59,23,18,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879214,angkor,LV7008879214,LV6000654718,ds,LV3006121057,CAM2509,74.8,1241 CE (model year),1241,1241,1241,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,17105,1835,499,497,,288,151,137,136,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879215,angkor,LV7008879215,LV6000654701,ds,LV3006121045,CAM2509,72.35,1253 CE (model year),1253,1253,1253,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,20064,1944,437,437,,250,61,55,55,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879217,angkor,LV7008879217,LV6000654714,ds,LV3006121086,CAM2509,65.65,1276 CE (model year),1276,1276,1276,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,16782,1304,400,399,,175,35,31,31,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879218,angkor,LV7008879218,LV6000654697,ds,LV3006121090,CAM2509,62.15,1296 CE (model year),1296,1296,1296,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,19175,1523,467,464,,225,62,56,55,,566,32,5,5,,,,,,,1649,136,48,48,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879219,angkor,LV7008879219,LV6000619888,ds,LV3006121076,CAM2509,59.8,1309 CE (model year),1309,1309,1309,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,19385,1598,494,494,,219,50,44,44,,1116,70,11,9,,,,,,,2815,258,86,63,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879220,angkor,LV7008879220,LV6000619918,ds,LV3006121073,CAM2509,56.6,1327 CE (model year),1327,1327,1327,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,15885,1302,372,371,,182,30,28,28,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879221,angkor,LV7008879221,LV6000619901,ds,LV3006120627,CAM2509,53.7,1338 CE (model year),1338,1338,1338,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,19582,1395,433,429,,206,37,34,33,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879222,angkor,LV7008879222,LV6000619884,ds,LV3006120642,CAM2509,50.3,1351 CE (model year),1351,1351,1351,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,18348,1413,426,423,,202,55,44,44,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879223,angkor,LV7008879223,LV6000619914,ds,LV3006120644,CAM2509,47.7,1358 CE (model year),1358,1358,1358,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,18154,1562,500,498,,233,69,60,58,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879224,angkor,LV7008879224,LV6000619897,ds,LV3006120670,CAM2509,44.2,1368 CE (model year),1368,1368,1368,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,19267,1706,579,573,,275,107,103,101,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879225,angkor,LV7008879225,LV6000654696,ds,LV3006121030,CAM2509,77.7,1221 CE (model year),1221,1221,1221,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,12772,962,318,318,,123,14,12,12,,2697,196,20,13,,,,,,,1054,105,33,31,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879226,angkor,LV7008879226,LV6000654726,ds,LV3006121062,CAM2509,75.2,1238 CE (model year),1238,1238,1238,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,12719,1063,333,331,,158,40,36,36,,386,25,5,5,,,,,,,571,48,18,17,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879227,angkor,LV7008879227,LV6000654709,ds,LV3006121063,CAM2509,72.8,1251 CE (model year),1251,1251,1251,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,16918,1661,378,375,,221,58,54,54,,870,62,6,6,,,,,,,611,53,13,12,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879228,angkor,LV7008879228,LV6000654692,ds,LV3006121047,CAM2509,69.35,1262 CE (model year),1262,1262,1262,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,,,,15339,1597,389,386,,235,73,68,66,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
LV7008879229,angkor,LV7008879229,LV6000654722,ds,LV3006121080,CAM2509,66.15,1273 CE (model year),1273,1273,1273,,CE,"Northern Temple Pond, Angkor Wat","Northern Temple Pond, Angkor Wat; Cambodia",13.41298,103.864648,Qualified; QC519 collapsed available; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,17928,1409,433,432,,165,28,26,26,,606,40,6,5,,,,,,,1091,73,21,20,,,,,,现有路线计数填入 extract,paired: old IRGSP route + new Asian route; kept separate,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; shotgun_oldnew_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM2509; independently reproduced in angkor_final_metadata.tsv
